scenario,strategia,seed,n_drift_reali,n_eventi,n_rilevati,n_falsi_allarmi,n_mancati,n_duplicati,latenza_media,falsi_allarmi_per_1000
ricorrente,Ensemble-MAJORITY,1009,2,1,1,0,1,0,122,0.0
ricorrente,Ensemble-MAJORITY,1010,2,3,1,1,1,1,79,0.20833333333333334
ricorrente,Ensemble-MAJORITY,1011,2,2,1,0,1,1,47,0.0
ricorrente,Ensemble-MAJORITY,1012,2,1,1,0,1,0,116,0.0
ricorrente,Ensemble-MAJORITY,1013,2,2,1,0,1,1,79,0.0
ricorrente,Ensemble-MAJORITY,1014,2,2,1,0,1,1,47,0.0
ricorrente,Ensemble-MAJORITY,1015,2,2,1,0,1,1,47,0.0
ricorrente,Ensemble-MAJORITY,1016,2,2,1,0,1,1,79,0.0
ricorrente,Ensemble-MAJORITY,1017,2,2,1,0,1,1,79,0.0
ricorrente,Ensemble-MAJORITY,1018,2,2,1,0,1,1,47,0.0
ricorrente,Ensemble-MAJORITY,1019,2,2,1,0,1,1,47,0.0
